"Taxation statistics 2012–13 Individuals: Selected items, by state/territory and postcode, 2012–13 income year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/Territory1,Postcode,"Number of individuals
no.",Number of individuals with private health insurance no.,"Taxable income or loss
no.","Taxable income or loss
$","Gross tax
no.","Gross tax
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Allowances, earnings, tips, director’s fees etc
no.","Allowances, earnings, tips, director’s fees etc
$","Employer lump sum payments - Amount A in lump sum payments box
no.","Employer lump sum payments - Amount A in lump sum payments box
$","Employment termination payments (ETP) - taxable component
no.","Employment termination payments (ETP) - taxable component
$","Australian Government allowances and payments like newstart, youth allowance and austudy payment
no.","Australian Government allowances and payments like newstart, youth allowance and austudy payment
$","Australian Government pensions and allowances
no.","Australian Government pensions and allowances
$","Australian annuities and superannuation income streams - taxable component - taxed element
no.","Australian annuities and superannuation income streams - taxable component - taxed element
$","Australian annuities and superannuation income streams - taxable component - untaxed element
no.","Australian annuities and superannuation income streams - taxable component - untaxed element
$","Gross interest
no.","Gross interest
$","Dividends - unfranked amount
no.","Dividends - unfranked amount
$","Dividends - franked amount
no.","Dividends - franked amount
$","Dividends - franking credit
no.","Dividends - franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work-related car expenses
no.","Total work-related car expenses
$","Work-related travel expenses
no.","Work-related travel expenses
$","Total work-related uniform/clothing expenses
no.","Total work-related uniform/clothing expenses
$","Total work-related self-education expenses
no.","Total work-related self-education expenses
$","Other work-related expenses
no.","Other work-related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total Deductions3
no.","Total Deductions3
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Total reportable fringe benefits amount
no.","Total reportable fringe benefits amount
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production amount
no.","Net primary production amount
$","Net non-primary production amount
no.","Net non-primary production amount
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Personal services income - Net PSI - transferred from item P1
no.","Personal services income - Net PSI - transferred from item P1
$","Deferred non-commercial business losses - primary production deferred losses
no.","Deferred non-commercial business losses - primary production deferred losses
$","Deferred non-commercial business losses - non-primary production deferred losses
no.","Deferred non-commercial business losses - non-primary production deferred losses
$","Net capital gain
no.","Net capital gain
$","Total current year capital gains
no.","Total current year capital gains
$","Net capital losses carried forward to later income years
no.","Net capital losses carried forward to later income years
$","Assessable foreign source income
no.","Assessable foreign source income
$","Other net foreign source income
no.","Other net foreign source income
$","Foreign income tax offset
no.","Foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent - interest deductions
no.","Rent - interest deductions
$","Rent - capital works deductions
no.","Rent - capital works deductions
$","Rent - other rental deductions
no.","Rent - other rental deductions
$","Net rent – profit
no.","Net rent – profit
$","Net rent – loss
no.","Net rent – loss
$","Net rent3
no.","Net rent3
$","Other income - Category 1
no.","Other income - Category 1
$","Other income - Category 2
no.","Other income - Category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Zone or overseas forces tax offset
no.","Zone or overseas forces tax offset
$","Total net medical expenses tax offset
no.","Total net medical expenses tax offset
$","Low income tax offset
no.","Low income tax offset
$","Mature age worker tax offset
no.","Mature age worker tax offset
$","Employment termination payment tax offset
no.","Employment termination payment tax offset
$","Total business income - Primary production4 
no.","Total business income - Primary production4 
$","Total business income - Non-primary production4 
no.","Total business income - Non-primary production4 
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business - Primary production4 
no.","Net income or loss from business - Primary production4 
$","Net income or loss from business - Non-primary production4 
no.","Net income or loss from business - Non-primary production4 
$","Total Net income or loss from business3
no.","Total Net income or loss from business3
$"
VIC,3000,"17,110","5,910","16,875","888,834,192","11,735","210,523,652","8,410","10,490,226",280,"349,096","10,965","216,418,155",655,"2,643,549","14,435","669,282,963","1,500","10,156,519",140,"1,868,384",195,"2,583,446",480,"2,458,217",125,"1,339,306",55,"727,764",65,"1,650,733","9,165","19,661,177",690,"713,700","1,875","30,541,226","1,865","13,050,802","16,920","929,122,520","1,445","4,220,213","1,905","2,889,781","4,100","1,043,666",800,"2,142,899","7,465","8,035,848",215,"125,175",520,"2,212,803",220,"1,488,279","3,585","4,598,137","5,330","5,892,946","11,060","38,657,060",75,"189,280",740,"15,643,603",945,"5,945,917",35,"-834,612","1,300","64,392,215",500,"7,917,263",140,"3,100,728",15,"975,532",135,"1,331,511",455,"41,386,859",675,"88,523,383",795,"67,507,701",600,"4,394,236",510,"1,513,412",495,"825,172","2,025","51,915,784","1,605","31,522,076",920,"4,034,892","2,040","22,863,626",845,"9,136,459","1,210","-15,641,269","2,060","-6,504,810",890,"1,701,891",155,"2,982,864",170,"3,533,467",545,"2,294,898",45,"32,460",385,"310,760","7,380","2,377,492",310,"125,055",210,"827,864",74,"3,093,650","1,011","134,527,540","1,075","138,122,871",980,"82,733,169",85,"-1,527,812","1,040","57,224,982","1,120","52,995,616"
VIC,3002,"3,575","2,565","3,550","367,504,837","3,090","110,985,492","2,830","5,174,115",80,"90,427","2,955","114,165,910",345,"1,553,792","2,770","215,403,602",485,"3,964,887",55,"911,452",50,"859,990",140,"715,513",70,"697,073",75,"1,538,980",55,"2,579,914","2,530","12,076,001",470,"1,569,793","1,125","25,952,420","1,120","11,113,363","3,560","387,995,346",685,"1,804,148",500,"1,094,416",765,"201,701",230,"744,493","1,875","3,094,801",100,"104,832",165,"926,951",190,"1,985,874","1,415","3,749,645","1,635","1,686,223","2,950","19,376,784",100,"433,846",380,"8,959,255",460,"4,802,506",35,"-2,405,077",810,"54,231,963",395,"9,626,424",45,"1,131,508",10,"822,528",70,"999,637",280,"15,705,086",440,"35,210,279",490,"21,656,896",425,"4,481,582",385,"3,378,660",355,"294,894",605,"19,498,245",455,"12,467,195",245,"853,518",595,"9,588,053",265,"4,207,007",345,"-7,617,528",610,"-3,410,521",345,"656,650",70,"349,670",135,"3,046,913",240,"913,411",0,"3,535",185,"187,099","1,430","426,454",235,"95,896",85,"473,180",34,"1,971,390",403,"68,307,955",425,"70,274,125",425,"39,386,711",41,"-2,088,059",424,"31,826,890",455,"29,733,917"
VIC,3003,"2,655","1,315","2,640","149,872,721","2,060","32,930,314","1,785","1,991,006",55,"72,453","1,960","33,705,296",200,"869,723","2,325","128,395,653",390,"1,769,902",35,"359,802",40,"410,749",185,"999,198",25,"249,317",15,"233,100",20,"465,060","1,585","2,645,996",180,"236,867",460,"2,026,796",460,"868,030","2,640","156,305,169",495,"1,316,944",400,"561,628",785,"209,214",180,"514,408","1,470","1,825,066",35,"17,228",100,"227,393",45,"184,356",875,"368,613","1,015","379,465","2,030","6,330,430",15,"44,764",185,"4,188,545",220,"1,478,617",15,"-150,276",260,"6,952,513",95,"676,128",40,"1,176,987",0,"41,458",45,"344,261",80,"1,036,020",135,"3,039,294",205,"3,801,604",135,"1,187,195",115,"266,864",105,"587,651",400,"8,362,477",320,"5,222,963",150,"444,833",400,"3,495,231",150,"1,599,848",250,"-2,400,398",400,"-800,550",145,"145,505",35,"154,712",15,"299,014",135,"377,424",10,"3,938",80,"44,705","1,255","395,254",70,"26,447",55,"78,756",14,"144,258",234,"14,747,038",250,"16,448,115",230,"10,321,463",15,"53,893",243,"5,843,413",260,"5,890,506"
VIC,3004,"6,365","3,945","6,275","522,337,650","5,230","144,738,373","4,435","6,909,487",160,"192,302","5,000","148,688,992",335,"1,486,659","4,840","349,989,903",900,"9,093,518",105,"1,255,546",130,"2,595,516",175,"905,338",100,"927,404",65,"1,411,605",60,"2,233,874","4,075","15,986,661",590,"1,177,525","1,470","32,992,367","1,465","14,135,270","6,285","552,172,718","1,280","4,650,992",995,"1,854,028","1,465","441,724",370,"1,449,455","3,235","4,953,265",180,"114,454",265,"1,419,147",210,"1,259,373","2,150","4,999,292","2,915","2,687,229","5,050","28,624,194",100,"365,433",550,"15,033,304",620,"5,777,854",20,"-12,474","1,025","71,286,694",445,"11,982,963",85,"4,267,274",10,"305,121",70,"598,093",320,"15,489,344",520,"41,710,831",690,"40,630,892",510,"4,670,853",425,"1,195,224",380,"766,848","1,125","30,260,003",855,"16,892,845",530,"2,324,045","1,125","13,284,865",450,"6,540,401",690,"-8,782,153","1,140","-2,241,752",545,"1,083,127",105,"418,538",150,"3,393,646",380,"1,335,850",20,"14,788",340,"312,445","2,475","742,769",330,"127,180",170,"622,830",48,"2,419,019",460,"73,776,661",505,"77,283,531",475,"58,875,255",65,"-864,457",476,"18,606,657",535,"18,194,632"
VIC,3006,"9,640","4,970","9,565","675,314,618","7,795","172,496,035","6,655","8,896,016",250,"313,061","7,475","178,128,366",660,"2,805,851","8,190","513,465,549","1,295","13,539,075",140,"1,580,240",160,"3,917,506",300,"1,518,426",80,"686,047",70,"847,987",50,"1,670,174","6,085","14,044,561",610,"1,248,279","1,730","26,357,133","1,720","11,293,649","9,580","706,106,604","1,870","5,621,487","1,575","2,848,553","2,715","826,543",670,"2,740,892","5,270","7,083,787",180,"129,361",365,"745,706",215,"1,047,573","3,025","1,976,599","3,685","2,415,469","7,450","29,512,143",80,"207,236",645,"16,660,163",800,"5,519,384",30,"-329,144",940,"47,281,684",450,"7,269,489",120,"3,699,743",20,"282,957",115,"1,945,246",375,"36,165,931",585,"78,521,316",740,"31,885,195",550,"5,871,126",465,"2,800,558",425,"976,083","1,500","34,228,192","1,250","21,597,596",785,"3,373,166","1,510","16,627,879",470,"4,987,080","1,050","-12,357,529","1,515","-7,370,449",610,"1,208,614",120,"743,847",130,"2,759,521",445,"1,165,736",20,"11,565",350,"259,139","4,340","1,309,342",250,"103,459",220,"575,590",47,"1,047,340",611,"76,732,751",660,"77,844,677",620,"59,663,901",55,"-8,884",639,"17,655,386",695,"17,716,165"
VIC,3008,"5,460","2,720","5,410","421,270,017","4,465","113,676,723","3,445","5,307,838",145,"167,842","4,245","116,905,596",235,"939,234","4,740","301,085,839",680,"5,141,005",100,"1,638,880",120,"2,627,187",170,"812,361",50,"415,120",50,"1,052,065",25,"953,507","3,465","6,874,033",320,"201,276",880,"12,495,592",870,"5,352,128","5,415","437,624,274","1,020","3,756,454",880,"1,291,155","1,405","370,440",340,"1,069,819","3,135","4,305,296",110,"59,444",195,"460,035",125,"536,498","1,480","657,171","2,095","1,133,707","4,175","15,470,948",50,"213,578",345,"7,093,338",460,"3,586,816",10,"-165,410",555,"30,437,631",220,"3,488,914",65,"2,956,103",0,"209,721",55,"430,305",185,"57,002,592",280,"62,252,833",375,"9,559,097",230,"1,558,087",190,"886,651",195,"316,911",880,"21,229,821",750,"15,503,142",440,"2,326,163",875,"10,000,740",250,"2,404,684",635,"-9,004,908",885,"-6,600,224",335,"707,807",60,"373,763",55,"1,060,131",255,"727,294",15,"6,939",165,"110,561","2,445","745,972",180,"70,172",155,"686,748",17,"257,159",295,"22,561,914",310,"22,819,073",280,"13,999,000",20,"-928,547",310,"9,127,462",330,"8,198,915"
VIC,3010,70,35,70,"5,242,186",55,"1,400,611",45,"67,535",0,"1,004",50,"1,436,199",0,"8,271",65,"4,880,762",0,"16,535",0,"84,180",0,"140,419",0,"11,407",0,"65,375",0,"4,359",0,"24,671",40,"36,214",0,717,15,"57,114",15,"24,454",70,"5,476,148",20,"30,812",10,"5,127",25,"6,839",0,"9,540",40,"51,306",0,305,0,55,0,0,25,"97,118",30,"19,836",55,"225,605",0,654,0,"319,717",10,"143,165",0,0,10,"164,160",0,"2,739",0,0,0,0,0,"1,325",0,335,10,"81,323",10,"68,060",0,"7,068",0,"3,847",0,595,10,"347,145",10,"236,252",0,"15,502",10,"165,976",0,"82,495",0,"-153,080",10,"-70,585",0,222,0,"4,815",0,0,0,"4,667",0,57,0,507,30,"9,105",0,554,0,"17,933",0,0,3,"31,917",0,"31,917",0,"12,594",0,0,3,"19,323",0,"19,323"
VIC,3011,"11,220","4,300","11,175","540,117,394","9,050","99,726,874","7,715","7,088,354",210,"226,731","8,425","103,350,452",750,"2,882,986","9,805","483,997,413","1,810","5,550,324",195,"2,056,269",200,"2,297,210","1,070","6,132,607",285,"2,963,915",65,"727,518",55,"1,277,161","5,955","7,854,476",610,"193,628","1,530","3,950,054","1,525","1,692,130","11,185","562,459,276","2,625","6,153,212","1,435","1,497,488","4,780","1,297,319",595,"1,360,581","6,485","6,654,580",160,"76,508",320,"268,900",135,"386,601","3,925","1,348,965","5,370","1,267,958","8,940","21,721,495",75,"136,149",740,"14,700,015",855,"4,711,489",10,"1,615",810,"15,454,147",290,"689,197",150,"2,611,288",10,"52,681",165,"1,110,390",260,"5,964,548",370,"12,860,752",525,"10,433,404",335,"867,372",305,"283,888",285,"250,852","1,400","23,962,757","1,215","17,917,775",540,"1,437,784","1,410","10,407,824",415,"3,350,974",995,"-9,151,600","1,415","-5,800,626",460,"523,822",95,"148,218",45,"633,175",425,"747,514",20,"15,197",395,"231,262","6,205","1,993,726",395,"166,498",270,"509,377",33,"460,420","1,142","68,574,742","1,165","68,793,982","1,095","47,126,445",44,"-137,796","1,177","21,342,449","1,210","21,097,423"
VIC,3012,"13,325","5,430","13,275","670,725,745","11,090","126,031,080","9,680","8,963,620",205,"238,657","10,385","130,726,818",835,"3,000,327","11,615","607,137,343","2,400","8,781,404",240,"2,607,618",260,"2,868,456","1,145","6,530,597",420,"4,015,455",65,"615,154",80,"1,486,073","7,065","8,223,645",710,"337,575","1,975","5,001,160","1,965","2,142,849","13,280","700,725,503","3,770","9,574,504","1,655","1,928,956","6,420","1,800,347",700,"1,603,945","8,270","8,958,976",185,"69,421",420,"377,532",160,"592,426","5,230","1,367,850","6,895","1,655,395","11,050","29,625,218",95,"163,753",870,"16,427,884","1,080","5,397,430",20,"-220,955","1,020","23,203,426",370,"1,776,236",160,"2,797,488",10,"238,703",135,"845,722",305,"3,652,771",430,"7,925,006",620,"9,538,540",425,"895,487",365,"313,063",330,"112,551","1,860","29,004,977","1,640","21,942,762",710,"1,915,930","1,880","12,776,584",550,"4,123,683","1,340","-11,753,982","1,890","-7,630,299",565,"739,320",110,"168,581",55,"600,170",615,"1,035,286",15,"8,494",520,"313,564","7,455","2,338,548",580,"251,273",340,"742,447",63,"1,118,576","1,220","71,926,505","1,280","72,928,668","1,190","49,549,462",70,"64,442","1,242","22,735,024","1,305","22,722,627"
VIC,3013,"8,380","4,940","8,350","522,776,055","7,205","114,309,540","6,620","7,366,230",180,"199,662","6,820","118,826,501",500,"1,936,104","7,240","462,858,089","1,515","6,330,629",185,"2,545,440",180,"2,992,019",510,"2,728,832",225,"2,272,946",65,"721,661",55,"1,262,352","4,895","7,145,186",680,"459,540","1,815","7,896,063","1,805","3,383,191","8,360","546,460,856","2,585","7,532,790","1,250","1,601,137","3,205","846,482",415,"1,032,908","5,515","6,658,783",155,"81,742",275,"305,757",190,"742,425","3,735","1,284,908","4,455","1,369,133","7,160","23,377,789",80,"156,101",745,"13,936,296",975,"6,315,714",15,"-587,417",965,"24,536,510",420,"2,915,503",75,"1,805,860",10,"100,573",125,"1,065,306",320,"3,902,639",455,"11,675,414",640,"11,556,169",490,"1,258,087",440,"340,077",405,"275,931","1,525","25,477,196","1,340","19,280,343",635,"1,654,065","1,530","11,589,051",465,"3,432,224","1,075","-10,478,487","1,540","-7,046,263",515,"621,985",110,"341,323",60,"864,847",525,"986,270",20,"12,348",545,"318,650","4,000","1,223,110",360,"152,212",255,"606,016",37,"443,649",799,"47,095,381",835,"47,538,421",805,"30,153,043",43,"-102,882",834,"16,949,608",870,"16,848,253"
