"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/ Territory1,Postcode,"Number of individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP Australian compulsory repayment due
no.","HELP Australian compulsory repayment due
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Work related car expenses
no.","Work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Work related uniform/clothing expenses
no.","Work related uniform/clothing expenses
$","Work related self education expenses
no.","Work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Total work related expenses
no.","Total work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs
no.","Cost of managing tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
$","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","P&T net primary production distribution
no.","P&T net primary production distribution
$","P&T net non-primary production distribution
no.","P&T net non-primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carried forward
no.","Capital gains net capital losses carried forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Rent gross rent
no.","Rent gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,"Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2
no.","Other income category 2
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$",Net income or loss from business - primary production no.,Net income or loss from business - primary production $,Net income or loss from business - non-primary production no.,Net income or loss from business - non-primary production $,"Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Small business income tax offset
no.","Small business income tax offset
$","Low income tax offset
no.","Low income tax offset
$","People with private health insurance
no.","Private health insurance - your Australian Government rebate received
no.","Private health insurance - your Australian Government rebate received
$","Private health insurance rebate
no.","Private health insurance rebate
$","Excess private health reduction or refund (rebate reduced)
no.","Excess private health reduction or refund (rebate reduced)
$"
ACT,2600,"5,646","5,611","576,633,168","4,907","164,993,914","4,352","10,671,437",134,"205,674","4,346","10,855,856","4,656","170,289,025",401,"1,846,462","3,802","357,751,492","3,684","112,419,159",656,"4,563,468",81,"3,762,586",67,"3,210,936",121,"656,421",163,"1,502,822",162,"1,972,083","1,047","51,024,023","4,012","10,224,809",838,"1,241,681","2,172","27,522,757","2,165","11,520,517","5,624","611,351,563","1,053","2,451,413",457,"780,746",920,"266,284",275,"905,829","2,337","3,376,291","2,732","7,780,563",297,"214,945",227,"1,499,512",367,"1,511,744","2,415","4,147,217","2,456","2,233,123","4,459","27,103,103",134,"3,083,758",211,"4,708,818",945,"13,495,338",48,"331,618","1,352","63,372,059",763,"7,539,659",32,"1,343,514",11,"146,266",67,"1,223,036",696,"24,348,739",606,"7,895,875",936,"56,853,256",762,"55,460,676",768,"6,235,587",646,"1,959,482",585,"779,965","1,500","43,617,924","1,181","19,543,095",968,"4,175,096","1,513","25,697,913",587,"7,213,435",935,"-13,011,615","1,522","-5,798,180",150,"8,321,166",99,"738,304",267,"7,731,872",442,"1,887,000",29,"858,550",391,"60,849,091",418,"61,707,641",395,"30,045,872",31,"-179,634",415,"30,672,717",445,"30,493,083",299,"11,366,843",909,"4,361,402",285,"173,374","1,784","530,560","4,622","3,553","2,686,545",465,"189,454","1,626","891,847"
ACT,2601,"2,820","2,794","183,152,915","2,000","45,178,374","1,667","3,132,120",89,"105,785","1,667","3,233,985","1,894","47,266,441",291,"1,277,634","2,357","149,628,162","2,268","42,382,277",334,"2,360,153",23,"590,109",23,"194,217",226,"1,520,696",40,"325,149",34,"294,482",193,"8,363,652","1,822","2,361,962",194,"201,891",492,"4,793,609",489,"2,002,167","2,798","189,973,595",429,"822,539",262,"423,252",546,"171,548",174,"526,341","1,073","1,321,021","1,306","3,264,701",105,"101,367",42,"73,626",78,"313,664",764,"968,238",775,"395,010","1,687","6,488,954",46,"1,020,130",66,"1,148,424",295,"2,687,476",13,"240,989",240,"6,331,399",131,"465,004",16,"379,480",4,"53,294",30,"363,963",157,"2,879,008",132,"916,477",216,"6,397,907",189,"6,575,209",179,"1,120,701",144,"250,422",138,"164,937",453,"11,805,007",372,"5,798,615",295,"1,366,794",453,"6,760,322",167,"1,373,104",284,"-3,493,828",454,"-2,120,724",26,"68,401",19,"231,967",38,"973,220",125,"387,924",10,"281,939",131,"15,222,802",142,"15,575,346",133,"8,710,198",14,"-191,117",140,"6,723,100",152,"6,531,983",89,"2,359,258",153,"665,067",84,"39,077",853,"263,939","1,667","1,136","641,478",208,"67,048",440,"169,220"
ACT,2602,"19,924","19,811","1,420,069,972","16,958","336,545,150","14,800","25,562,503",560,"723,822","14,797","26,270,462","15,984","348,422,734","1,775","7,354,947","15,988","1,152,823,429","15,598","320,212,324","2,247","8,211,708",276,"6,731,560",182,"4,535,136","1,175","7,120,521",837,"7,288,090",532,"5,380,909","2,399","93,592,981","12,796","16,385,378","1,884","1,484,442","5,248","28,489,569","5,237","12,006,202","19,832","1,468,308,172","3,940","7,264,309","1,757","2,048,305","4,403","1,191,812","1,004","2,381,716","9,251","9,646,464","10,978","22,532,606",895,"622,202",412,"647,304",615,"1,589,049","8,330","7,944,560","7,455","3,526,021","15,067","47,470,416",468,"10,601,881",474,"7,752,437","2,542","26,772,308",56,"-827,077","2,473","49,404,889","1,483","4,365,836",218,"4,317,678",22,"828,420",279,"3,267,485","1,590","21,690,965","1,368","6,413,035","2,002","50,156,847","1,486","29,418,502","1,852","10,375,812","1,541","3,762,302","1,480","1,394,550","3,682","77,928,727","3,021","37,285,277","2,265","7,554,469","3,722","44,733,663","1,428","11,076,240","2,304","-22,720,922","3,735","-11,644,682",302,"1,044,940",227,"1,011,513",318,"7,900,162","1,031","2,566,208",68,"1,943,290","1,349","75,848,841","1,413","77,791,823","1,361","41,841,228",77,"-465,604","1,426","35,848,058","1,497","35,382,454",873,"10,188,614","1,912","7,183,123",832,"342,492","7,793","2,364,762","13,627","10,761","6,421,004","1,496","455,741","3,882","1,443,909"
ACT,2603,"6,650","6,599","734,120,641","5,873","216,972,874","5,285","13,705,504",144,"185,415","5,278","13,881,567","5,612","227,144,788",637,"2,820,261","4,882","437,926,592","4,717","134,935,619",845,"7,548,121",71,"2,876,934",69,"2,372,503",179,"982,389",162,"1,543,109",159,"2,420,751",872,"44,048,582","4,593","11,254,822",911,"1,462,252","2,295","43,540,195","2,292","18,254,377","6,616","764,473,279","1,314","3,036,722",596,"711,297","1,238","374,218",316,"863,439","2,835","3,651,542","3,417","8,637,218",335,"225,276",224,"1,361,816",386,"2,554,493","2,653","3,477,918","2,844","2,593,197","5,185","29,052,713",176,"3,889,720",239,"4,308,317","1,025","14,725,924",55,"1,890,528","1,646","107,520,763",918,"12,905,133",71,"3,402,410",5,"248,953",89,"1,390,755",719,"22,525,757",637,"8,114,118",976,"63,533,810",807,"33,446,199",849,"7,517,348",730,"2,741,477",658,"689,993","1,682","51,116,965","1,331","24,359,653","1,051","4,957,507","1,717","31,283,518",668,"7,706,424","1,056","-17,190,137","1,726","-9,483,713",195,"763,911",82,"744,864",259,"7,520,758",508,"2,595,523",28,"1,816,757",440,"100,524,832",464,"102,294,594",444,"52,129,154",32,"5,589",459,"49,112,632",487,"49,118,221",324,"19,560,553",730,"3,644,219",377,"214,230","2,080","603,027","5,297","4,010","2,861,032",476,"174,042","1,874","1,023,334"
ACT,2604,"7,984","7,938","697,715,067","7,092","181,462,185","6,257","12,630,971",241,"317,055","6,255","12,940,449","6,810","189,035,783","1,051","4,954,021","6,590","570,862,528","6,482","168,768,855","1,180","3,249,319",107,"3,779,089",120,"3,189,094",290,"1,623,613",235,"2,236,384",202,"2,264,632",811,"33,933,147","5,151","6,760,418",780,"916,815","2,097","16,308,185","2,092","6,826,436","7,953","722,246,314","1,876","3,653,228",897,"959,528","1,994","590,828",566,"1,490,344","4,088","5,041,157","4,838","11,735,085",444,"368,854",179,"333,192",299,"1,006,876","3,133","2,895,187","3,354","1,859,549","6,383","23,136,575",216,"4,753,496",431,"7,017,044","1,011","11,644,549",34,"812,735","1,071","36,404,124",651,"4,308,619",63,"2,330,810",6,"263,979",98,"1,383,692",674,"12,088,268",596,"3,800,131",865,"29,539,457",683,"20,231,074",758,"5,489,487",638,"2,157,877",615,"545,348","2,001","46,737,808","1,719","23,353,272","1,279","5,103,645","2,025","27,281,752",687,"5,627,996","1,340","-14,628,857","2,030","-9,000,861",130,"456,916",103,"599,355",129,"3,389,846",488,"1,413,380",20,"585,611",441,"38,987,209",459,"39,572,820",443,"26,098,447",27,"-184,654",475,"12,551,579",500,"12,366,925",300,"3,830,541",648,"2,661,283",269,"133,360","2,619","736,048","5,809","4,666","2,774,835",656,"208,558","1,999","813,145"
ACT,2605,"7,574","7,519","648,087,089","6,571","169,479,001","5,839","11,879,485",185,"243,501","5,834","12,114,589","6,182","173,993,448",387,"1,671,994","5,533","471,021,216","5,386","139,809,237",956,"3,595,509",125,"3,313,021",87,"3,204,752",250,"1,319,633",412,"3,421,175",247,"2,519,233","1,392","58,475,974","5,008","8,383,227","1,002","1,020,734","2,743","21,425,453","2,738","8,975,772","7,538","673,625,567","1,488","2,992,554",645,"672,365","1,496","390,006",347,"908,881","3,377","4,231,481","3,949","9,195,287",356,"200,505",206,"336,457",382,"1,685,020","3,450","4,383,186","3,265","1,937,439","5,972","25,156,463",370,"7,993,386",256,"4,524,743","1,187","14,585,311",27,"404,747","1,308","38,876,891",800,"4,738,507",70,"2,380,428",6,"149,196",88,"818,065",772,"11,849,621",660,"3,631,605","1,001","27,991,555",810,"18,442,162",911,"4,682,413",778,"1,505,940",719,"474,885","1,685","39,376,837","1,344","18,385,493","1,084","3,609,142","1,715","22,822,385",662,"5,818,597","1,058","-11,258,780","1,722","-5,440,183",117,"586,215",100,"137,351",196,"5,311,314",593,"2,013,216",25,"1,153,609",472,"52,123,059",496,"53,552,534",467,"28,579,200",33,"10,660",500,"24,302,914",530,"24,313,574",346,"8,163,845","1,146","4,666,798",350,"185,093","2,690","802,100","5,974","4,694","3,268,951",617,"205,372","1,891","841,979"
ACT,2606,"6,550","6,505","458,836,485","5,689","107,990,918","4,914","8,225,431",176,"203,639","4,913","8,427,069","5,382","112,025,725",501,"2,078,146","5,176","356,073,201","5,056","95,515,748","1,092","4,641,116",80,"1,840,791",82,"1,287,515",274,"1,511,855",352,"3,091,152",154,"1,799,018",790,"30,056,751","4,224","5,269,121",604,"586,098","1,604","11,182,789","1,601","4,664,295","6,514","476,017,244","1,427","2,486,072",625,"668,454","2,015","584,519",438,"1,168,122","3,193","3,671,615","3,782","8,578,782",255,"180,654",122,"183,742",213,"493,723","2,511","1,852,776","2,700","1,479,315","5,055","16,833,700",499,"9,885,016",143,"2,276,364",770,"7,442,317",14,"110,911",774,"25,453,520",435,"2,125,977",65,"2,094,941",8,"59,655",62,"873,810",446,"9,032,329",379,"2,833,657",572,"20,494,727",484,"10,182,939",523,"1,911,695",426,"561,683",409,"141,946","1,072","28,691,970",879,"13,635,947",708,"2,931,401","1,085","15,883,698",421,"4,665,545",668,"-8,424,621","1,089","-3,759,076",93,"494,122",48,"153,314",106,"2,756,955",359,"1,292,199",17,"285,272",372,"42,275,881",389,"42,561,153",377,"26,357,833",23,"43,617",395,"14,426,189",417,"14,469,806",269,"5,004,118",640,"2,416,527",241,"114,563","2,795","828,128","4,180","3,465","2,197,297",425,"143,928","1,106","441,208"
ACT,2607,"9,403","9,347","689,252,630","8,054","166,942,808","7,130","12,603,676",177,"209,464","7,125","12,807,231","7,576","170,889,842",417,"1,719,407","6,864","509,702,767","6,697","141,667,281","1,284","4,612,105",119,"4,007,081",108,"4,160,364",326,"1,808,881",546,"4,238,169",294,"3,040,621","1,626","65,854,339","6,026","9,957,957","1,104","944,469","3,078","19,708,124","3,072","8,299,043","9,358","713,977,267","1,972","3,898,487",774,"869,040","2,336","638,533",440,"1,000,037","4,222","4,506,351","5,004","10,912,448",435,"275,945",278,"382,440",446,"1,338,719","4,018","2,938,825","3,993","1,996,351","7,319","24,361,062",419,"8,974,858",249,"5,139,016","1,268","14,680,159",34,"-152,389","1,412","34,688,089",759,"3,386,097",80,"1,801,992",4,"47,560",127,"1,460,358",796,"14,657,520",681,"4,227,366","1,055","34,511,987",913,"22,536,174",912,"4,925,997",734,"955,189",688,"403,545","1,926","46,621,090","1,562","22,814,872","1,304","4,857,378","1,947","25,707,544",703,"6,928,765","1,250","-13,687,469","1,955","-6,758,704",135,"552,581",80,"406,649",185,"4,745,529",582,"1,701,347",17,"335,549",578,"49,289,226",595,"49,624,775",571,"28,538,649",23,"-109,860",610,"20,090,163",632,"19,980,303",377,"6,102,944","1,359","5,338,102",391,"194,060","3,788","1,141,722","7,032","5,593","3,938,828",726,"279,611","1,939","816,725"
ACT,2608,76,75,"5,507,040",61,"1,366,529",56,"102,091",2,544,56,"102,635",56,"1,374,365",7,"25,645",46,"3,850,759",47,"1,230,726",10,"152,972",6,"192,419",2,"154,003",5,"35,730",6,"44,152",6,"51,279",15,"637,729",59,"58,778",14,"6,749",27,"132,083",27,"55,688",75,"5,713,818",14,"28,554",3,"11,754",11,"2,708",3,"8,482",38,"46,569",40,"98,067",2,242,6,"14,945",5,"28,722",30,"13,632",42,"22,154",59,"206,778",2,"20,182",0,0,11,"183,241",0,0,15,"81,311",10,"8,476",0,0,0,0,2,"4,371",13,"32,919",11,"6,650",15,"114,862",13,"315,953",12,"19,986",11,"9,809",9,711,21,"518,072",17,"239,706",15,"52,186",21,"242,770",7,"107,638",14,"-124,228",21,"-16,590",1,"4,800",3,439,1,"20,000",5,"8,280",0,0,7,"236,204",7,"236,204",7,"145,838",0,0,8,"90,100",8,"90,100",4,"20,015",12,"44,200",6,"2,094",24,"6,675",56,43,"31,988",11,"2,900",16,"7,563"
ACT,2609,608,602,"39,118,154",523,"8,807,283",455,"710,467",14,"18,104",454,"728,001",491,"9,345,752",36,"129,787",486,"27,315,862",464,"6,674,459",112,"931,112",5,"51,868",9,"35,538",59,"435,019",33,"348,001",13,"110,496",32,"882,409",327,"439,017",33,"12,693",117,"1,470,346",117,"602,642",606,"40,917,071",156,"368,919",40,"65,829",262,"87,117",23,"40,500",296,"306,613",370,"868,978",20,"18,428",6,"2,302",10,"43,861",181,"93,619",260,"140,007",463,"1,664,319",15,"336,610",8,"149,194",64,"505,441",13,"-11,946",87,"4,809,971",27,"273,494",5,"54,553",4,"848,205",5,"53,675",29,"995,635",28,"348,832",41,"4,237,306",36,"3,072,244",25,"93,846",15,"21,375",16,"5,125",109,"4,059,205",89,"1,462,566",60,"342,072",109,"1,750,918",52,"1,191,944",59,"-688,295",111,"503,649",16,"288,518",9,"175,079",10,"246,141",29,"249,313",9,"243,731",36,"6,079,587",45,"6,323,318",43,"5,249,749",10,"-926,796",37,"1,196,444",47,"269,648",21,"318,028",20,"42,131",40,"24,965",296,"89,069",329,274,"166,158",28,"9,946",76,"36,027"
