"Taxation statistics 2020–21 Individuals: Selected items, by state/territory1 and postcode, 2020–21 income year2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Total work related expenses
no.","Total work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs - Interest charged by the ATO
no.","Cost of managing tax affairs - Interest charged by the ATO
$","Cost of managing tax affairs - Litigation costs
no.","Cost of managing tax affairs - Litigation costs
$","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
no.","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
$","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,"Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2 (ATO Interest)
no.","Other income category 2 (ATO Interest)
$","Other income category 3 (FHSS)
no.","Other income category 3 (FHSS)
$","Other income category 4
no.","Other income category 4
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Small business income tax offset
no.","Small business income tax offset
$","Low income tax offset
no.","Low income tax offset
$","Low and middle income tax offset
no.","Low and middle income tax offset
$","HELP debt balance
no.","HELP debt balance
$","People with private health insurance
no.","Private health insurance - your Australian Government rebate received
no.","Private health insurance - your Australian Government rebate received
$","Private health insurance rebate credited (rebate increased)
no.","Private health insurance rebate credited (rebate increased)
$","Excess private health reduction or refund (rebate reduced)
no.","Excess private health reduction or refund (rebate reduced)
$","Total private health insurance rebate
no.","Total private health insurance rebate
$"
ACT,2600,"5,902","5,850","723,189,316","5,219","213,007,863","4,611","13,482,090",222,"334,010","4,605","13,795,181","4,919","216,981,223",561,"2,747,262","4,014","438,827,343","3,930","137,469,499",876,"6,797,940",52,"1,683,236",56,"1,734,234",240,"2,589,533",158,"1,744,547",113,"1,687,969","1,056","56,525,988","3,752","4,191,468","1,085","1,545,134","1,965","25,600,465","1,956","10,421,207","5,864","759,844,445",847,"2,193,009",350,"237,987",858,"251,369",261,"796,615","2,722","4,153,891","3,007","7,632,871",284,"140,194",118,"471,770",391,"1,333,232","2,238","12,060,850",155,"210,239",4,"92,435","2,317","2,141,598","4,683","35,940,409",160,"3,434,507",138,"2,061,519",719,"6,230,364",43,"-483,955","1,472","88,416,836",982,"11,991,919",85,"3,967,192",11,"892,284",72,"1,236,642","1,028","57,557,039",878,"18,475,800","1,278","116,045,439",716,"53,620,543","1,010","6,886,881",882,"2,903,372",820,"796,886","1,525","47,886,557","1,169","15,685,567",963,"4,723,154","1,540","27,552,817",768,"8,205,520",775,"-8,280,501","1,544","-74,981",38,"284,687",22,"48,271",3,"9,386",140,"1,025,690",548,"9,946,751",406,"1,775,886",20,"587,266",413,"124,607,332",432,"125,194,598",409,"85,961,064",465,"37,378,938",324,"13,702,379",862,"4,329,020",348,"243,319","1,649","636,105","3,217","2,446,268",945,"28,063,737","4,735","3,575","2,798,345",386,"188,889","1,881","1,061,101","2,811","1,926,133"
ACT,2601,"3,588","3,534","251,686,879","2,688","61,163,482","2,153","4,276,876",167,"212,589","2,153","4,487,317","2,463","62,160,366",443,"2,160,882","3,010","199,681,742","2,900","55,695,693",619,"2,366,475",31,"641,716",46,"650,077",414,"4,612,462",27,"276,174",31,"322,739",203,"9,872,419","2,227","1,140,178",295,"180,112",539,"4,571,315",531,"1,793,579","3,540","259,713,401",366,"635,435",257,"190,837",631,"183,406",187,"592,073","1,572","2,159,425","1,781","3,761,176",111,"61,144",28,"47,502",98,"353,449",792,"811,120",43,"39,003",1,198,824,"390,382","2,179","7,780,159",53,"1,086,291",63,"994,264",277,"2,003,716",9,"-94,054",354,"9,891,143",267,"972,711",63,"2,579,978",2,"56,423",42,"532,369",437,"9,696,401",372,"3,700,161",508,"24,276,068",207,"6,605,624",336,"1,645,897",281,"652,081",278,"102,098",499,"14,741,959",376,"4,760,277",313,"1,854,470",496,"8,374,111",256,"2,363,899",247,"-2,610,800",503,"-246,901",19,"343,269",4,847,6,"44,620",55,"226,160",128,"1,847,357",103,"421,221",9,"34,376",209,"16,294,525",218,"16,328,901",192,"9,549,650",228,"6,407,242",135,"2,105,511",156,"745,932",127,"63,034","1,179","512,387","1,954","1,425,682","1,118","32,599,386","1,987","1,243","662,233",232,"76,301",538,"205,144","1,213","533,389"
ACT,2602,"22,409","22,244","1,864,216,741","19,981","445,703,055","17,167","33,769,253","1,181","1,551,988","17,158","35,296,312","18,641","451,578,058","2,986","12,343,635","18,143","1,486,780,146","17,809","415,939,934","3,849","13,611,675",265,"6,450,616",270,"6,803,119","1,780","19,602,390",737,"8,844,688",467,"6,057,218","2,541","110,771,789","13,498","7,601,321","3,123","2,352,666","4,876","26,817,485","4,841","10,879,593","22,271","1,926,422,576","3,513","6,888,156","1,459","976,257","4,563","1,286,288","1,025","2,518,626","12,116","14,823,346","13,400","26,492,673",833,"391,344",243,"520,015",822,"1,349,765","8,070","9,505,293",239,"301,415",12,"18,404","7,524","3,512,509","17,314","61,462,636",585,"14,063,064",391,"5,783,070","2,620","17,480,567",76,"-504,640","3,241","81,185,046","2,363","8,948,234",341,"12,950,206",16,"598,232",338,"4,298,181","2,848","39,232,942","2,495","11,596,266","3,402","86,516,923","1,588","34,904,267","2,645","14,232,512","2,285","6,059,388","2,210","1,600,108","3,909","90,404,532","3,078","29,084,044","2,470","8,828,090","3,936","50,494,511","2,125","16,696,852","1,826","-14,489,274","3,957","2,207,578",151,"1,328,008",27,"30,675",35,"507,238",418,"1,669,915","1,053","16,174,213","1,003","3,069,771",47,"1,620,721","1,793","110,699,411","1,834","112,320,132","1,682","60,851,629","1,959","47,544,915","1,265","12,156,793","1,951","7,798,227","1,214","642,957","7,987","3,199,533","14,734","11,275,446","5,308","150,346,912","15,103","11,639","6,721,530","1,521","484,958","5,194","2,032,990","10,510","5,173,498"
ACT,2603,"7,231","7,178","947,207,102","6,586","285,084,135","5,874","17,898,135",310,"496,507","5,873","18,385,374","6,243","291,932,009",924,"4,605,648","5,310","553,811,537","5,185","171,431,786","1,140","6,833,259",68,"1,909,017",77,"3,007,878",352,"3,612,230",135,"1,620,963",146,"2,052,754",977,"54,410,415","4,559","4,299,686","1,257","1,941,884","2,191","37,104,897","2,179","14,845,078","7,193","990,372,943","1,113","2,761,167",479,"406,063","1,176","337,653",302,"915,521","3,609","4,963,465","3,969","9,383,869",302,"155,827",152,"936,701",460,"2,168,016","2,553","13,215,677",173,"219,511",0,0,"2,715","2,176,233","5,736","42,055,548",195,"4,433,185",175,"2,612,878",869,"7,559,094",43,"-710,027","1,849","142,606,915","1,211","22,331,420",99,"7,043,582",13,"409,518",85,"2,245,147","1,177","63,158,638","1,065","24,283,884","1,485","134,914,189",817,"30,069,256","1,138","13,789,778","1,021","8,333,785",963,"1,252,081","1,772","56,228,331","1,341","17,599,378","1,151","5,754,439","1,782","32,038,017",946,"10,844,039",844,"-10,006,949","1,795","837,090",48,"511,129",31,"22,297",7,"77,571",199,"1,181,379",602,"11,117,381",477,"2,624,974",14,"240,157",493,"122,589,012",507,"122,933,886",486,"58,027,416",549,"62,848,852",396,"25,186,358",799,"3,841,338",483,"342,743","1,962","764,820","4,097","3,166,795","1,430","42,238,264","5,686","4,175","3,008,860",470,"181,765","2,262","1,290,958","3,184","1,899,666"
ACT,2604,"8,942","8,872","882,380,982","8,165","227,344,615","7,120","16,021,670",524,"692,991","7,122","16,707,973","7,725","232,611,364","1,402","6,963,961","7,295","704,469,007","7,193","207,213,733","1,657","5,963,216",103,"2,766,581",125,"2,170,830",518,"5,555,890",226,"2,672,711",164,"1,997,744",982,"48,069,183","5,402","3,398,771","1,211","1,798,356","2,109","19,434,388","2,097","7,902,611","8,887","912,525,054","1,607","3,162,802",694,"522,457","1,927","552,159",554,"1,657,610","5,216","6,904,479","5,715","12,799,507",397,"223,459",122,"520,603",403,"787,292","3,116","3,386,174",142,"365,091",7,"7,570","3,467","1,928,967","7,278","29,502,145",274,"5,731,140",227,"3,125,717","1,111","7,530,352",25,"-749,100","1,423","36,672,177","1,053","4,770,198",138,"7,177,535",7,"150,352",107,"1,257,415","1,274","29,214,627","1,132","10,444,773","1,537","64,150,167",765,"21,864,793","1,193","6,771,731","1,026","2,404,936","1,008","688,486","1,952","49,549,668","1,593","16,424,293","1,237","5,433,865","1,956","28,313,313",933,"7,892,806","1,033","-8,514,611","1,966","-621,805",65,"476,713",13,"13,313",20,"228,377",173,"581,159",473,"7,550,441",502,"1,783,897",16,"671,866",591,"45,630,374",605,"46,302,240",559,"25,181,188",634,"19,491,047",419,"5,368,844",743,"3,377,492",447,"246,151","2,542","955,369","5,681","4,449,346","1,988","60,384,511","6,398","5,091","3,102,309",613,"207,127","2,554","1,051,438","4,407","2,257,998"
ACT,2605,"7,949","7,906","804,051,982","7,113","215,097,101","6,213","14,894,439",304,"414,635","6,204","15,299,012","6,638","218,324,283",622,"2,694,372","5,901","577,681,247","5,781","172,298,634","1,387","5,746,812",91,"3,234,472",81,"1,855,518",319,"3,590,519",293,"3,054,668",215,"2,689,576","1,439","65,777,525","4,767","3,404,006","1,531","1,270,288","2,300","18,083,060","2,283","7,416,979","7,918","841,641,463","1,274","2,519,878",522,"398,358","1,554","424,875",342,"1,001,089","4,070","5,838,963","4,483","10,183,163",368,"165,297",136,"374,588",412,"1,095,434","3,150","11,879,161",95,"92,247",6,"15,635","3,200","1,728,395","6,363","37,212,634",407,"8,765,674",180,"2,827,086",986,"6,458,059",29,"-170,204","1,511","56,388,916","1,037","7,512,441",114,"6,145,642",6,"514,386",93,"702,581","1,137","40,439,041",973,"12,662,981","1,378","83,435,962",770,"16,778,772","1,121","5,832,036",983,"2,837,587",937,"412,314","1,685","43,962,374","1,289","14,192,223","1,126","4,050,756","1,689","25,093,237",887,"7,807,707",806,"-7,187,451","1,695","620,256",71,"463,023",18,"7,554",10,"114,553",171,"977,814",556,"9,212,463",538,"2,419,090",11,"333,311",585,"63,002,100",594,"63,324,761",552,"31,289,834",629,"30,710,001",450,"9,733,758","1,122","4,881,137",484,"310,077","2,576","989,275","4,761","3,646,881","1,152","27,993,592","6,179","4,712","3,253,106",548,"233,557","2,226","1,045,552","3,991","2,441,110"
ACT,2606,"8,574","8,502","686,281,718","7,748","160,083,991","6,328","12,079,997",431,"539,372","6,325","12,615,849","7,273","162,078,127","1,055","4,752,489","7,094","553,212,528","6,989","148,097,529","2,077","5,696,895",87,"1,481,968",128,"1,418,496",565,"5,829,334",288,"3,061,318",164,"2,227,895",837,"35,954,443","5,061","2,583,678",887,"533,548","1,557","9,824,256","1,544","3,962,655","8,509","710,410,574","1,666","3,353,660",737,"612,261","2,813","873,456",550,"1,480,465","4,885","6,170,262","5,580","12,490,104",276,"168,012",97,"199,149",267,"479,057","2,801","2,493,064",104,"101,486",5,"2,079","3,094","1,202,905","6,843","23,917,156",650,"13,412,751",108,"1,700,248",881,"5,135,402",14,"1,456,218","1,052","34,033,601",700,"3,471,694",123,"4,939,908",8,"106,840",89,"1,090,228",903,"15,159,478",802,"4,628,159","1,095","32,511,708",558,"11,775,672",804,"3,819,633",683,"1,459,848",669,"330,411","1,271","38,097,789","1,022","11,494,634",832,"4,703,301","1,280","20,865,367",656,"7,711,220",626,"-6,676,736","1,283","1,034,484",86,"546,077",15,"42,941",13,"113,933",116,"460,956",333,"5,435,761",392,"1,317,028",9,"151,196",629,"36,682,138",638,"36,833,334",598,"17,622,396",674,"18,141,775",464,"5,184,965",649,"2,521,901",451,"205,969","3,350","1,263,341","6,135","4,887,972","1,548","42,798,720","5,226","4,258","2,527,376",553,"167,699","1,745","681,365","3,942","2,013,710"
ACT,2607,"9,796","9,738","856,978,181","8,724","212,607,585","7,545","15,681,167",429,"598,770","7,545","16,276,157","8,103","214,140,760",759,"3,386,888","7,159","620,675,180","7,042","174,413,912","1,809","7,017,409",123,"2,980,904",119,"2,885,941",466,"5,158,836",446,"4,325,576",225,"2,747,214","1,661","74,544,980","5,768","4,112,493","1,651","1,377,954","2,630","20,965,863","2,620","8,345,762","9,759","886,694,187","1,754","3,776,584",640,"563,784","2,334","658,609",395,"986,679","5,020","6,395,022","5,625","12,380,678",413,"198,946",152,"359,006",484,"1,251,723","3,682","3,156,603",130,"146,913",4,941,"3,882","1,828,676","7,779","29,371,474",544,"11,769,162",173,"2,364,940","1,216","8,367,043",31,"-223,905","1,610","57,904,760","1,059","9,411,215",111,"4,623,719",8,"83,324",126,"1,507,867","1,193","21,126,459","1,036","6,269,603","1,476","45,305,541",890,"19,554,344","1,127","4,953,292",927,"1,710,303",919,"278,998","1,880","49,109,334","1,509","15,728,322","1,263","4,762,691","1,888","26,434,123",960,"9,211,802",932,"-7,022,367","1,895","2,189,435",69,"496,215",18,"9,652",5,"33,627",201,"918,331",514,"8,153,591",534,"1,800,005",23,"755,364",696,"95,081,224",718,"95,836,588",681,"61,626,571",759,"32,694,680",524,"10,409,266","1,320","5,652,280",584,"340,062","3,518","1,356,842","6,367","4,895,654","1,381","33,140,531","7,173","5,611","3,945,378",667,"280,220","2,439","1,056,474","5,069","3,169,123"
ACT,2609,569,560,"42,314,059",505,"9,964,444",417,"758,929",28,"48,000",417,"806,929",447,"10,144,296",33,"146,934",444,"26,362,324",434,"6,442,010",124,"444,505",7,"147,686",6,"45,449",91,"1,098,191",35,"536,414",9,"103,053",36,"1,265,867",310,"178,015",54,"16,082",92,"3,182,238",92,"1,294,054",562,"43,918,152",117,"250,139",25,"47,231",228,"71,057",16,"33,914",268,"249,201",321,"651,542",15,"8,442",0,0,7,"41,004",127,"82,701",16,"21,978",1,"10,247",206,"61,959",419,"1,436,097",19,"410,681",7,"76,218",47,"211,642",12,"-287,287",89,"4,372,983",47,"571,737",5,"215,737",3,"104,434",4,"170,208",55,"3,123,094",48,"1,230,704",62,"7,688,564",31,"2,348,566",31,"47,864",27,"20,155",23,"1,462",75,"2,373,709",52,"453,746",44,"249,914",77,"1,369,156",51,"669,986",27,"-369,093",78,"300,893",4,"64,156",1,40,0,0,11,"76,293",23,"405,393",19,"124,426",10,"601,893",47,"10,617,627",56,"11,219,520",50,"10,159,756",57,"962,658",31,"250,282",25,"81,981",38,"23,273",254,"95,205",376,"305,533",70,"1,359,557",270,216,"130,089",19,"5,860",70,"34,232",190,"101,717"
ACT,2610,66,65,"4,290,023",62,"861,012",25,"37,287",1,"2,337",25,"39,625",59,"820,463",8,"27,149",62,"3,948,416",62,"889,934",52,"22,311",3,"72,832",1,"26,626",6,"28,781",0,0,0,0,2,"56,006",50,"11,885",6,"1,792",14,"5,811",14,"2,482",65,"4,401,584",9,"5,624",6,"8,844",41,"13,667",7,"6,599",49,"58,750",55,"93,484",0,0,1,96,2,"1,819",13,"7,858",0,0,0,0,18,"7,775",58,"111,561",1,"35,910",8,"58,606",3,"20,764",2,"-35,032",6,"30,082",5,"7,334",0,0,0,0,0,0,13,"45,682",12,"11,019",14,"56,127",2,"3,502",6,787,6,713,6,172,8,"210,401",6,"40,691",3,"9,670",8,"104,986",6,"65,416",2,"-10,362",8,"55,054",1,"7,553",0,0,0,0,0,0,1,339,1,190,1,"49,344",1,"57,382",2,"106,726",2,"14,406",2,"92,320",2,"12,318",1,"5,188",2,"1,907",41,"12,720",55,"48,098",15,"332,712",20,10,"4,335",2,360,4,774,8,"3,920"
