"Taxation statistics 2019–20 Individuals: Selected items, by state/territory1 and postcode, 2019–20 income year2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State/ Territory1,Postcode,"Individuals
no.","Taxable income or loss3
no.","Taxable income or loss3
$","Tax on taxable income
no.","Tax on taxable income
$","Medicare levy
no.","Medicare levy
$","Medicare levy surcharge
no.","Medicare levy surcharge
$","Total Medicare levy liability
no.","Total Medicare levy liability
$","Net tax
no.","Net tax
$","HELP assessment debt
no.","HELP assessment debt
$","Salary or wages
no.","Salary or wages
$","Tax withheld from salary or wages
no.","Tax withheld from salary or wages
$","Allowances earnings tips directors fees etc
no.","Allowances earnings tips directors fees etc
$","Employer lump sum payments amount A
no.","Employer lump sum payments amount A
$","Employment termination payments taxable component
no.","Employment termination payments taxable component
$","Australian government allowances and payments
no.","Australian government allowances and payments
$","Australian government pensions and allowances
no.","Australian government pensions and allowances
$","Australian annuities and superannuation income streams taxable component taxed element
no.","Australian annuities and superannuation income streams taxable component taxed element
$","Australian annuities and superannuation income streams taxable component untaxed element
no.","Australian annuities and superannuation income streams taxable component untaxed element
$","Gross interest
no.","Gross interest
$","Dividends unfranked
no.","Dividends unfranked
$","Dividends franked
no.","Dividends franked
$","Dividends franking credit
no.","Dividends franking credit
$","Total Income or Loss3
no.","Total Income or Loss3
$","Total work related car expenses
no.","Total work related car expenses
$","Work related travel expenses
no.","Work related travel expenses
$","Total work related uniform/clothing expenses
no.","Total work related uniform/clothing expenses
$","Total work related self education expenses
no.","Total work related self education expenses
$","Other work related expenses
no.","Other work related expenses
$","Total work related expenses
no.","Total work related expenses
$","Low value pool deduction
no.","Low value pool deduction
$","Interest deductions
no.","Interest deductions
$","Dividend deductions
no.","Dividend deductions
$","Gifts or donations
no.","Gifts or donations
$","Cost of managing tax affairs - Interest charged by the ATO
no.","Cost of managing tax affairs - Interest charged by the ATO
$","Cost of managing tax affairs - Litigation costs
no.","Cost of managing tax affairs - Litigation costs
$","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
no.","Cost of managing tax affairs - Other expenses incurred in managing your tax affairs
$","Total deductions3
no.","Total deductions3
$","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers exempt from FBT under section 57A of the FBTAA 1986
$","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
no.","Total reportable fringe benefits amounts - Employers not exempt from FBT under section 57A of the FBTAA 1986
$","Reportable employer superannuation contributions
no.","Reportable employer superannuation contributions
$","Net primary production distribution
no.","Net primary production distribution
$","Net non primary production distribution
no.","Net non primary production distribution
$","Share of franking credit from franked dividends
no.","Share of franking credit from franked dividends
$","Net PSI transferred
no.","Net PSI transferred
$","Deferred non-commercial business losses primary production deferred losses
no.","Deferred non-commercial business losses primary production deferred losses
$","Deferred non-commercial business losses non primary production deferred losses
no.","Deferred non-commercial business losses non primary production deferred losses
$","Capital gains net capital gain
no.","Capital gains net capital gain
$","Estimated tax on net capital gains
no.","Estimated tax on net capital gains
$","Capital gains total current year capital gains
no.","Capital gains total current year capital gains
$","Capital gains net capital losses carrier forward
no.","Capital gains net capital losses carrier forward
$","Foreign source income assessable foreign source income
no.","Foreign source income assessable foreign source income
$","Foreign source income other net foreign source income
no.","Foreign source income other net foreign source income
$","Foreign source income foreign income tax offset
no.","Foreign source income foreign income tax offset
$","Gross rent
no.","Gross rent
$","Rent interest deductions
no.","Rent interest deductions
$","Rent capital works deductions
no.","Rent capital works deductions
$","Rent other rental deductions
no.","Rent other rental deductions
$",Net rent - profit no.,"Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent3
no.","Net rent3
$","Other income category 1
no.","Other income category 1
$","Other income category 2 (ATO Interest)
no.","Other income category 2 (ATO Interest)
$","Other income category 3 (FHSS)
no.","Other income category 3 (FHSS)
$","Other income category 4
no.","Other income category 4
$","Personal superannuation contributions
no.","Personal superannuation contributions
$","Other deductions
no.","Other deductions
$","Total business income - primary production
no.","Total business income - primary production
$","Total business income non-primary production
no.","Total business income non-primary production
$","Total business income3
no.","Total business income3
$","Total business expenses3
no.","Total business expenses3
$","Net income or loss from business
no.","Net income or loss from business
$","Estimated business net tax
no.","Estimated business net tax
$","Australian superannuation income stream tax offset
no.","Australian superannuation income stream tax offset
$","Small business income tax offset
no.","Small business income tax offset
$","Low income tax offset
no.","Low income tax offset
$","Low and middle income tax offset
no.","Low and middle income tax offset
$","People with private health insurance
no.","Private health insurance - your Australian Government rebate received
no.","Private health insurance - your Australian Government rebate received
$","Private health insurance rebate
no.","Private health insurance rebate
$","Excess private health reduction or refund (rebate reduced)
no.","Excess private health reduction or refund (rebate reduced)
$"
ACT,2600,"5,945","5,889","710,218,557","5,183","216,704,522","4,597","13,236,432",212,"292,316","4,598","13,513,102","4,915","220,335,903",539,"2,534,991","4,031","425,467,894","3,918","136,600,768",912,"4,942,043",62,"2,157,153",50,"1,771,157",222,"1,219,155",160,"1,569,200",139,"1,867,587","1,073","56,225,565","3,915","7,546,703","1,126","1,960,638","2,077","41,248,395","2,072","17,257,811","5,903","736,932,833",963,"2,356,320",426,"543,686",854,"226,873",264,"796,159","2,812","4,047,818","3,062","7,970,856",319,"169,022",141,"641,276",403,"1,386,141","2,295","3,716,699",143,"204,945",1,39,"2,331","1,860,356","4,756","26,148,569",170,"3,869,783",185,"3,533,559",757,"6,724,241",42,"-315,721","1,419","81,821,440",847,"10,516,799",55,"1,469,145",10,"847,995",71,"1,004,422",832,"40,219,934",716,"15,556,575","1,083","89,092,757",744,"59,006,044",920,"6,712,631",780,"2,829,174",738,"816,220","1,629","48,623,831","1,264","19,360,813","1,019","4,841,144","1,640","27,494,678",770,"8,075,635",869,"-11,148,155","1,644","-3,072,520",50,"501,030",30,"534,523",2,"29,751",155,"1,276,699",475,"8,085,220",413,"1,934,544",17,"336,402",395,"95,374,396",413,"95,916,245",389,"60,662,742",443,"33,193,516",287,"12,349,885",883,"4,330,372",324,"206,167","1,676","494,606","3,326","2,523,896","4,822","3,666","2,742,013",410,"194,324","1,793","969,527"
ACT,2601,"3,159","3,104","214,621,509","2,258","54,709,637","1,842","3,687,131",136,"164,141","1,845","3,845,820","2,111","55,750,410",371,"1,702,166","2,576","172,206,627","2,473","49,954,160",484,"2,732,453",16,"208,721",29,"552,777",291,"2,056,898",24,"210,524",29,"297,410",203,"9,660,542","2,055","2,258,473",245,"270,769",455,"5,134,926",453,"2,066,422","3,113","221,828,127",340,"550,382",257,"265,594",502,"142,634",156,"449,906","1,428","1,762,356","1,552","3,170,872",104,"79,760",31,"51,711",92,"400,963",763,"744,769",33,"31,261",1,55,766,"441,631","1,920","6,896,460",43,"876,840",61,"1,001,990",231,"1,408,789",12,"-58,768",285,"9,295,348",188,"682,217",46,"1,661,441",1,106,33,"337,669",236,"4,728,334",194,"1,571,184",310,"12,038,462",189,"6,264,527",268,"1,733,375",227,"684,914",210,"163,020",489,"15,179,183",377,"5,906,039",310,"2,007,264",487,"8,460,021",226,"2,249,753",266,"-3,443,886",492,"-1,194,133",21,"131,675",5,"9,978",3,"60,602",39,"304,437",101,"1,585,274",109,"362,366",7,"43,607",165,"15,615,862",172,"15,659,469",147,"9,935,087",182,"5,723,385",100,"1,873,050",145,"760,087",98,"43,886",980,"305,388","1,694","1,245,530","1,670","1,123","600,672",185,"62,896",490,"182,367"
ACT,2602,"22,009","21,854","1,747,368,144","19,110","435,983,696","16,506","31,722,527","1,072","1,279,746","16,519","32,981,261","17,919","441,359,516","2,731","10,749,087","17,784","1,403,183,627","17,439","403,311,361","3,749","12,822,708",254,"4,226,100",243,"4,288,476","1,706","10,866,172",745,"8,069,130",514,"6,427,044","2,529","109,013,604","13,906","13,081,635","2,990","2,258,621","5,190","30,644,454","5,158","12,742,084","21,882","1,804,306,424","3,782","6,598,449","1,586","1,362,906","4,275","1,092,599",933,"2,113,740","12,227","13,043,177","13,461","24,210,871",847,"468,801",267,"512,404",815,"1,394,415","8,281","9,391,553",213,"232,620",8,"4,676","7,467","3,471,967","17,151","56,071,661",565,"13,119,846",468,"7,066,584","2,560","17,780,459",68,"-684,619","2,885","73,271,660","1,904","7,973,937",295,"8,469,260",21,"542,799",327,"4,028,980","1,967","31,602,783","1,694","10,359,527","2,460","65,129,300","1,532","36,325,800","2,273","13,025,403","1,916","5,026,214","1,868","1,726,840","3,874","88,572,495","3,095","34,925,154","2,407","8,658,045","3,900","48,225,806","1,860","14,829,031","2,050","-18,065,515","3,913","-3,236,484",132,"920,373",57,"43,174",27,"226,977",462,"2,033,531",928,"13,383,062",987,"2,839,855",42,"1,308,574","1,665","100,519,947","1,701","101,828,521","1,558","56,050,512","1,811","41,958,286","1,079","11,525,455","1,912","7,820,523","1,085","461,131","8,003","2,422,897","14,550","10,884,718","14,747","11,427","6,517,138","1,453","466,195","4,927","1,874,856"
ACT,2603,"7,165","7,117","906,618,402","6,441","280,560,843","5,774","17,162,871",293,"404,558","5,777","17,561,345","6,134","288,052,823",905,"4,286,036","5,257","529,279,238","5,135","167,839,030","1,156","6,542,962",57,"3,056,046",85,"4,739,037",298,"1,751,886",135,"1,543,106",160,"2,381,833",973,"52,522,382","4,682","8,030,406","1,225","2,152,103","2,261","44,094,746","2,254","18,072,224","7,127","946,769,511","1,262","3,141,558",570,"638,227","1,165","296,309",300,"936,344","3,718","4,529,813","4,053","9,542,251",300,"167,683",145,"828,007",440,"1,997,708","2,670","11,593,493",176,"426,797",3,"107,133","2,725","2,112,272","5,760","38,837,912",194,"4,399,497",209,"3,243,251",860,"7,649,425",41,"-896,410","1,662","108,740,107","1,015","19,030,773",82,"4,962,773",10,"395,072",86,"1,315,722",837,"92,336,036",748,"31,866,034","1,116","120,185,573",826,"28,080,117",993,"9,012,879",856,"3,708,282",816,"645,513","1,750","54,553,751","1,341","20,524,424","1,107","5,270,385","1,753","30,536,108",807,"10,359,949",951,"-12,144,946","1,765","-1,784,997",47,"422,528",42,"31,652",11,"170,888",176,"1,084,064",520,"9,276,943",489,"2,730,826",12,"383,876",479,"103,809,058",489,"104,192,934",466,"53,629,448",533,"49,466,312",357,"19,458,582",784,"3,829,080",419,"263,701","1,996","581,660","4,193","3,236,952","5,617","4,161","2,935,862",476,"182,768","2,174","1,181,956"
ACT,2604,"8,617","8,554","821,838,536","7,761","220,681,394","6,859","14,920,193",493,"609,630","6,880","15,519,727","7,440","225,683,364","1,362","6,610,793","7,082","661,368,949","6,987","200,649,150","1,594","7,166,374",111,"2,389,066",123,"2,385,599",430,"2,690,896",254,"2,676,304",187,"1,999,678",915,"42,752,543","5,423","5,738,878","1,127","1,222,611","2,067","15,680,397","2,054","6,514,693","8,572","850,063,116","1,703","3,243,611",819,"718,700","1,878","501,477",531,"1,384,744","5,227","6,100,530","5,686","11,949,062",398,"235,974",119,"487,223",379,"800,343","3,280","4,452,071",117,"531,410",6,"9,625","3,339","1,719,359","7,166","27,650,629",250,"5,286,595",290,"4,383,823","1,046","7,102,311",25,"94,781","1,269","40,380,323",891,"6,487,130",132,"5,543,090",3,"81,680",101,"1,344,986",903,"26,318,136",792,"10,212,920","1,143","43,714,591",703,"20,745,716","1,066","6,875,731",908,"2,486,761",860,"608,426","1,924","48,139,741","1,599","19,853,472","1,220","5,394,117","1,926","26,743,532",807,"6,919,228","1,124","-10,770,609","1,934","-3,851,381",61,"451,748",16,"57,837",15,"168,667",207,"807,546",373,"5,740,049",480,"1,604,297",18,"459,821",538,"37,743,695",555,"38,203,516",518,"22,877,317",585,"14,163,152",381,"4,162,981",710,"3,108,503",384,"169,875","2,554","727,318","5,637","4,393,080","6,118","4,860","2,869,282",653,"214,558","2,322","936,256"
ACT,2605,"7,973","7,924","748,963,372","7,025","203,228,604","6,158","13,763,623",304,"360,221","6,155","14,110,314","6,611","205,505,214",557,"2,201,506","5,895","553,412,277","5,784","168,488,007","1,425","5,879,338",86,"2,157,836",91,"2,684,760",354,"2,303,789",305,"2,978,340",220,"2,749,515","1,416","63,656,426","5,058","6,852,585","1,553","1,406,850","2,547","20,405,832","2,543","8,506,519","7,938","777,623,045","1,466","2,826,632",655,"652,406","1,588","394,772",362,"1,106,183","4,156","5,271,900","4,576","10,251,893",373,"170,760",177,"497,603",448,"1,382,191","3,317","4,570,849",116,"150,565",8,"15,890","3,246","1,719,556","6,457","28,209,678",394,"8,397,385",215,"3,397,366","1,007","7,165,702",27,"309,005","1,383","45,742,027",848,"6,288,805",114,"5,283,081",8,"494,935",99,"1,072,933",863,"15,837,989",738,"5,170,532","1,110","36,862,324",803,"18,045,375","1,006","5,229,711",863,"1,892,481",823,"533,836","1,678","42,083,615","1,333","17,219,596","1,128","4,015,005","1,686","22,865,345",772,"6,790,477",921,"-8,806,605","1,694","-2,016,128",62,"472,797",18,"8,786",6,"79,876",193,"849,519",450,"7,001,461",558,"2,400,844",10,"476,814",550,"54,575,828",558,"55,052,642",514,"28,133,016",597,"25,715,241",393,"8,532,217","1,123","4,814,419",411,"213,114","2,653","794,004","4,922","3,706,500","6,126","4,704","3,163,628",562,"202,008","2,177","956,637"
ACT,2606,"7,851","7,793","616,297,372","6,953","152,413,115","5,830","10,960,952",342,"392,320","5,833","11,349,811","6,569","153,990,176",913,"3,853,999","6,396","485,536,918","6,291","135,332,964","1,880","5,535,652",99,"1,983,293",91,"1,151,311",518,"3,056,316",302,"2,690,269",169,"2,197,394",852,"34,974,626","4,911","4,391,339",898,"635,321","1,582","13,798,730","1,575","5,702,085","7,799","636,887,192","1,570","2,997,208",683,"604,699","2,389","686,959",455,"1,163,989","4,486","5,116,286","5,021","10,569,141",269,"164,478",113,"235,322",266,"451,788","2,792","2,400,788",95,"109,840",9,"2,705","2,886","1,102,485","6,226","20,417,576",582,"11,302,311",109,"1,682,881",825,"5,021,244",18,-512,955,"34,057,530",576,"3,713,906",72,"3,145,704",7,"70,514",70,"1,214,763",590,"10,911,974",504,"3,796,207",739,"23,418,010",467,"10,737,820",646,"2,924,979",528,"1,051,353",513,"236,719","1,209","37,604,338",980,"13,629,805",787,"3,834,540","1,213","20,108,715",546,"7,142,307",670,"-7,111,029","1,217","31,278",46,"420,792",15,"18,147",14,"196,390",119,"450,766",283,"4,205,693",376,"1,124,539",7,"94,339",525,"42,204,219",532,"42,298,558",495,"22,980,081",563,"18,196,449",375,"5,366,323",665,"2,577,676",373,"152,140","3,053","898,314","5,647","4,393,424","4,815","3,935","2,349,026",509,"155,776","1,509","580,223"
ACT,2607,"9,827","9,762","804,650,132","8,572","204,119,612","7,490","14,712,716",357,"431,892","7,489","15,135,093","8,028","204,456,438",734,"3,013,238","7,187","599,051,596","7,049","173,262,777","1,892","6,731,119",119,"3,252,101",104,"2,294,078",453,"2,750,542",462,"4,096,604",243,"2,708,420","1,664","73,090,898","5,989","7,639,446","1,693","1,433,540","2,875","20,099,806","2,867","8,326,457","9,774","832,499,195","1,878","3,754,520",749,"625,983","2,291","600,682",414,"786,596","5,073","5,782,726","5,635","11,550,507",414,"242,230",202,"381,736",492,"1,246,602","3,772","3,299,294",144,"194,622",3,222,"3,820","2,019,918","7,813","27,319,625",493,"10,670,099",197,"2,806,691","1,153","8,302,458",24,"-416,447","1,468","42,985,963",851,"5,489,550",102,"3,886,037",5,"110,664",111,"1,539,503",923,"11,328,805",777,"3,080,743","1,170","25,554,937",865,"24,849,642","1,018","5,648,448",808,"1,506,626",813,"495,454","1,890","50,651,737","1,523","19,693,494","1,281","4,988,568","1,902","26,155,817",874,"8,769,693","1,029","-8,956,136","1,906","-186,443",72,"549,959",27,"24,515",6,"100,163",211,"836,444",434,"6,340,223",576,"1,912,476",21,"459,331",683,"80,809,208",701,"81,268,539",654,"50,774,555",736,"28,946,559",481,"9,292,061","1,342","5,741,608",532,"257,276","3,644","1,067,730","6,492","4,972,370","7,230","5,668","3,852,478",684,"273,196","2,279","961,684"
ACT,2608,51,51,"4,469,583",41,"1,209,662",34,"78,761",2,"2,741",34,"81,502",36,"1,197,190",0,0,32,"2,921,808",28,"930,296",8,"55,609",1,"125,253",1,"72,627",4,"45,956",0,0,3,"52,395",14,"610,706",32,"12,570",11,"9,963",17,"94,484",17,"40,472",51,"4,677,014",9,"13,288",4,"13,780",11,"3,074",2,298,26,"37,542",27,"67,982",2,"1,201",3,"5,087",7,"24,139",17,"10,681",0,0,0,0,34,"20,498",45,"207,431",0,0,1,"4,541",7,"50,433",0,0,10,"151,541",5,"44,367",1,"83,085",0,0,1,"6,285",9,"273,078",5,"98,180",12,"714,496",9,"263,096",8,"74,319",6,"36,345",4,"5,624",18,"427,217",15,"133,096",13,"50,735",18,"194,378",7,"119,027",11,"-70,019",18,"49,008",2,"13,305",0,0,0,0,2,"2,041",4,"69,361",3,"6,063",0,0,3,"96,647",3,"96,647",3,"112,842",4,"-16,195",1,"1,226",10,"44,306",1,140,11,"4,000",25,"16,856",38,27,"18,718",7,716,13,"3,946"
ACT,2609,599,592,"41,029,326",517,"10,138,542",444,"759,520",29,"38,401",444,"797,920",478,"10,319,177",27,"128,527",459,"28,490,544",445,"7,357,293",128,"481,943",4,"24,045",9,"44,535",95,"712,825",36,"484,623",9,"87,760",31,"1,154,021",298,"299,479",47,"22,999",91,"2,564,340",91,"1,063,495",592,"42,697,029",127,"293,245",42,"90,836",211,"66,788",17,"39,922",283,"266,476",339,"757,267",20,"5,404",1,300,12,"64,605",152,"99,852",16,"16,929",0,0,227,"95,293",428,"1,514,982",12,"260,096",8,"122,877",47,"260,904",10,"-179,642",82,"5,039,174",44,"724,967",11,"205,570",5,"71,653",6,"32,034",38,"519,507",34,"147,482",43,"1,203,087",32,"2,750,878",37,"142,288",31,"29,238",24,"28,231",88,"2,785,854",63,"654,231",51,"255,388",87,"1,370,520",55,"840,795",34,"-324,590",89,"516,205",5,"20,869",2,126,0,0,4,"213,676",22,"312,473",21,"161,949",10,"1,113,138",52,"8,068,576",62,"9,181,714",59,"7,373,114",65,"572,638",34,"445,455",20,"63,904",41,"20,308",273,"82,581",419,"319,432",284,235,"133,956",28,"7,974",76,"29,833"
